phase,sample_index,season,stem,sar_path,opt_path,steps,max_keypoints,extractor,extractor_policy,extractors,match_preprocess,matcher_strategy,selected_extractor,worker_success,registration_reliable,match_count,inliers,inlier_ratio,rmse,mean_score,difference_mean,dx,dy,reliability_reasons,poor_spatial_coverage,bad_homography_shape,cascade_rescued,matcher_candidates_json,generation_ms,registration_ms,total_ms,error,result_dir,reused
coarse,20,fall,ROIs1970_fall_32_p908,E:\Data\fall\s1_32\ROIs1970_fall_s1_32_p908.png,E:\Data\fall\s2_32\ROIs1970_fall_s2_32_p908.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,31,5,0.1613,0.9302,0.166362,73.1102,194.5292,228.5053,inliers < 8;inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 381.46, ""error"": """", ""match_count"": 31, ""inliers"": 5, ""inlier_ratio"": 0.1613, ""rmse"": 0.9302, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1701.63,481.43,2188.67,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0020_ROIs1970_fall_32_p908,False
coarse,21,spring,ROIs1158_spring_40_p799,E:\Data\spring\s1_40\ROIs1158_spring_s1_40_p799.png,E:\Data\spring\s2_40\ROIs1158_spring_s2_40_p799.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,52,15,0.2885,1.6941,0.22625,58.0492,-6.399,-17.7812,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 412.64, ""error"": """", ""match_count"": 52, ""inliers"": 15, ""inlier_ratio"": 0.2885, ""rmse"": 1.6941, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1641.35,507.29,2154.37,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0021_ROIs1158_spring_40_p799,False
coarse,22,summer,ROIs1868_summer_18_p368,E:\Data\summer\s1_18\ROIs1868_summer_s1_18_p368.png,E:\Data\summer\s2_18\ROIs1868_summer_s2_18_p368.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,113,17,0.1504,1.7891,0.224378,81.1777,9.2257,24.6019,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 404.92, ""error"": """", ""match_count"": 113, ""inliers"": 17, ""inlier_ratio"": 0.1504, ""rmse"": 1.7891, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1650.3,508.31,2164.42,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0022_ROIs1868_summer_18_p368,False
coarse,23,winter,ROIs2017_winter_16_p63,E:\Data\winter\s1_16\ROIs2017_winter_s1_16_p63.png,E:\Data\winter\s2_16\ROIs2017_winter_s2_16_p63.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,118,35,0.2966,1.9085,0.254895,77.2729,1.2431,-2.5256,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 413.15, ""error"": """", ""match_count"": 118, ""inliers"": 35, ""inlier_ratio"": 0.2966, ""rmse"": 1.9085, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1664.2,505.87,2175.75,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0023_ROIs2017_winter_16_p63,False
coarse,24,fall,ROIs1970_fall_102_p1432,E:\Data\fall\s1_102\ROIs1970_fall_s1_102_p1432.png,E:\Data\fall\s2_102\ROIs1970_fall_s2_102_p1432.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,53,6,0.1132,0.9688,0.199127,66.3554,24.3073,213.2,inliers < 8;inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 383.04, ""error"": """", ""match_count"": 53, ""inliers"": 6, ""inlier_ratio"": 0.1132, ""rmse"": 0.9688, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1634.79,476.87,2117.3,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0024_ROIs1970_fall_102_p1432,False
coarse,25,spring,ROIs1158_spring_5_p429,E:\Data\spring\s1_5\ROIs1158_spring_s1_5_p429.png,E:\Data\spring\s2_5\ROIs1158_spring_s2_5_p429.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,78,21,0.2692,1.7624,0.235744,68.1971,10.1051,-13.4898,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 407.45, ""error"": """", ""match_count"": 78, ""inliers"": 21, ""inlier_ratio"": 0.2692, ""rmse"": 1.7624, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1677.68,502.16,2185.89,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0025_ROIs1158_spring_5_p429,False
coarse,26,summer,ROIs1868_summer_41_p1071,E:\Data\summer\s1_41\ROIs1868_summer_s1_41_p1071.png,E:\Data\summer\s2_41\ROIs1868_summer_s2_41_p1071.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,266,172,0.6466,1.8371,0.240865,94.3265,-1.6311,-1.2712,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 418.69, ""error"": """", ""match_count"": 266, ""inliers"": 172, ""inlier_ratio"": 0.6466, ""rmse"": 1.8371, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1624.17,520.81,2150.27,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0026_ROIs1868_summer_41_p1071,False
coarse,27,winter,ROIs2017_winter_51_p391,E:\Data\winter\s1_51\ROIs2017_winter_s1_51_p391.png,E:\Data\winter\s2_51\ROIs2017_winter_s2_51_p391.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,71,44,0.6197,1.9126,0.253653,109.9385,25.4377,57.1186,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 434.02, ""error"": """", ""match_count"": 71, ""inliers"": 44, ""inlier_ratio"": 0.6197, ""rmse"": 1.9126, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1632.5,529.14,2167.28,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0027_ROIs2017_winter_51_p391,False
coarse,28,fall,ROIs1970_fall_143_p169,E:\Data\fall\s1_143\ROIs1970_fall_s1_143_p169.png,E:\Data\fall\s2_143\ROIs1970_fall_s2_143_p169.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,48,6,0.125,0.9892,0.219956,116.5447,-134.0278,66.3752,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 383.38, ""error"": """", ""match_count"": 48, ""inliers"": 6, ""inlier_ratio"": 0.125, ""rmse"": 0.9892, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1629.67,481.6,2116.75,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0028_ROIs1970_fall_143_p169,False
coarse,29,spring,ROIs1158_spring_47_p850,E:\Data\spring\s1_47\ROIs1158_spring_s1_47_p850.png,E:\Data\spring\s2_47\ROIs1158_spring_s2_47_p850.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,64,18,0.2812,1.6874,0.231155,64.3112,30.6598,13.1953,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 415.48, ""error"": """", ""match_count"": 64, ""inliers"": 18, ""inlier_ratio"": 0.2812, ""rmse"": 1.6874, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1633.81,504.86,2144.96,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0029_ROIs1158_spring_47_p850,False
coarse,30,summer,ROIs1868_summer_128_p934,E:\Data\summer\s1_128\ROIs1868_summer_s1_128_p934.png,E:\Data\summer\s2_128\ROIs1868_summer_s2_128_p934.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,30,6,0.2,0.8877,0.182927,104.4205,20.7138,66.6958,inliers < 8;inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 378.61, ""error"": """", ""match_count"": 30, ""inliers"": 6, ""inlier_ratio"": 0.2, ""rmse"": 0.8877, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1643.36,473.19,2122.22,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0030_ROIs1868_summer_128_p934,False
coarse,31,winter,ROIs2017_winter_112_p60,E:\Data\winter\s1_112\ROIs2017_winter_s1_112_p60.png,E:\Data\winter\s2_112\ROIs2017_winter_s2_112_p60.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,14,5,0.3571,0.2031,0.210417,57.4884,826.4253,-337.9118,inliers < 8;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 387.12, ""error"": """", ""match_count"": 14, ""inliers"": 5, ""inlier_ratio"": 0.3571, ""rmse"": 0.2031, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1636.52,478.89,2121.12,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0031_ROIs2017_winter_112_p60,False
coarse,32,fall,ROIs1970_fall_29_p868,E:\Data\fall\s1_29\ROIs1970_fall_s1_29_p868.png,E:\Data\fall\s2_29\ROIs1970_fall_s2_29_p868.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,59,20,0.339,1.6175,0.294102,66.9399,28.5714,26.1435,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 411.63, ""error"": """", ""match_count"": 59, ""inliers"": 20, ""inlier_ratio"": 0.339, ""rmse"": 1.6175, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1647.41,504.95,2158.86,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0032_ROIs1970_fall_29_p868,False
coarse,33,spring,ROIs1158_spring_137_p652,E:\Data\spring\s1_137\ROIs1158_spring_s1_137_p652.png,E:\Data\spring\s2_137\ROIs1158_spring_s2_137_p652.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,141,9,0.0638,0.972,0.218689,57.3221,-1368.9003,-623.5312,inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 403.87, ""error"": """", ""match_count"": 141, ""inliers"": 9, ""inlier_ratio"": 0.0638, ""rmse"": 0.972, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1638.39,505.68,2149.85,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0033_ROIs1158_spring_137_p652,False
coarse,34,summer,ROIs1868_summer_32_p922,E:\Data\summer\s1_32\ROIs1868_summer_s1_32_p922.png,E:\Data\summer\s2_32\ROIs1868_summer_s2_32_p922.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,72,6,0.0833,0.8539,0.189379,51.3495,-133.5512,-81.34,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 398.04, ""error"": """", ""match_count"": 72, ""inliers"": 6, ""inlier_ratio"": 0.0833, ""rmse"": 0.8539, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1666.69,496.61,2168.64,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0034_ROIs1868_summer_32_p922,False
coarse,35,winter,ROIs2017_winter_19_p550,E:\Data\winter\s1_19\ROIs2017_winter_s1_19_p550.png,E:\Data\winter\s2_19\ROIs2017_winter_s2_19_p550.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,84,9,0.1071,1.8017,0.21201,39.893,23.925,0.2803,inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 395.16, ""error"": """", ""match_count"": 84, ""inliers"": 9, ""inlier_ratio"": 0.1071, ""rmse"": 1.8017, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1637.13,483.96,2126.2,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0035_ROIs2017_winter_19_p550,False
coarse,36,fall,ROIs1970_fall_143_p1286,E:\Data\fall\s1_143\ROIs1970_fall_s1_143_p1286.png,E:\Data\fall\s2_143\ROIs1970_fall_s2_143_p1286.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,21,8,0.381,0.8082,0.187111,62.293,36.9453,-2.3299,bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 409.55, ""error"": """", ""match_count"": 21, ""inliers"": 8, ""inlier_ratio"": 0.381, ""rmse"": 0.8082, ""registration_reliable"": false, ""reliability_reasons"": [""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1638.04,501.29,2145.55,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0036_ROIs1970_fall_143_p1286,False
coarse,37,spring,ROIs1158_spring_27_p756,E:\Data\spring\s1_27\ROIs1158_spring_s1_27_p756.png,E:\Data\spring\s2_27\ROIs1158_spring_s2_27_p756.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,279,114,0.4086,1.8366,0.330666,81.8032,1.8324,3.2841,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 419.09, ""error"": """", ""match_count"": 279, ""inliers"": 114, ""inlier_ratio"": 0.4086, ""rmse"": 1.8366, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1642.71,508.0,2156.37,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0037_ROIs1158_spring_27_p756,False
coarse,38,summer,ROIs1868_summer_20_p1016,E:\Data\summer\s1_20\ROIs1868_summer_s1_20_p1016.png,E:\Data\summer\s2_20\ROIs1868_summer_s2_20_p1016.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,40,5,0.125,0.2046,0.200835,52.1941,13.8147,130.5158,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 385.85, ""error"": """", ""match_count"": 40, ""inliers"": 5, ""inlier_ratio"": 0.125, ""rmse"": 0.2046, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1670.61,476.91,2153.27,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0038_ROIs1868_summer_20_p1016,False
coarse,39,winter,ROIs2017_winter_33_p1737,E:\Data\winter\s1_33\ROIs2017_winter_s1_33_p1737.png,E:\Data\winter\s2_33\ROIs2017_winter_s2_33_p1737.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,133,40,0.3008,1.7576,0.232163,140.2283,-7.1852,-11.1356,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 406.65, ""error"": """", ""match_count"": 133, ""inliers"": 40, ""inlier_ratio"": 0.3008, ""rmse"": 1.7576, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1649.95,497.66,2153.27,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0039_ROIs2017_winter_33_p1737,False
coarse,40,fall,ROIs1970_fall_37_p971,E:\Data\fall\s1_37\ROIs1970_fall_s1_37_p971.png,E:\Data\fall\s2_37\ROIs1970_fall_s2_37_p971.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,185,67,0.3622,1.9428,0.250365,92.9777,-5.8516,-5.34,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 410.55, ""error"": """", ""match_count"": 185, ""inliers"": 67, ""inlier_ratio"": 0.3622, ""rmse"": 1.9428, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1621.75,499.85,2127.03,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0040_ROIs1970_fall_37_p971,False
coarse,41,spring,ROIs1158_spring_78_p520,E:\Data\spring\s1_78\ROIs1158_spring_s1_78_p520.png,E:\Data\spring\s2_78\ROIs1158_spring_s2_78_p520.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,43,7,0.1628,0.5349,0.206507,59.6962,1.5876,7.9884,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 395.89, ""error"": """", ""match_count"": 43, ""inliers"": 7, ""inlier_ratio"": 0.1628, ""rmse"": 0.5349, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1632.97,482.56,2121.85,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0041_ROIs1158_spring_78_p520,False
coarse,42,summer,ROIs1868_summer_136_p1003,E:\Data\summer\s1_136\ROIs1868_summer_s1_136_p1003.png,E:\Data\summer\s2_136\ROIs1868_summer_s2_136_p1003.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,41,14,0.3415,1.5803,0.18513,78.0222,39.0846,25.0114,bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 403.36, ""error"": """", ""match_count"": 41, ""inliers"": 14, ""inlier_ratio"": 0.3415, ""rmse"": 1.5803, ""registration_reliable"": false, ""reliability_reasons"": [""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1638.59,489.98,2134.01,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0042_ROIs1868_summer_136_p1003,False
coarse,43,winter,ROIs2017_winter_117_p23,E:\Data\winter\s1_117\ROIs2017_winter_s1_117_p23.png,E:\Data\winter\s2_117\ROIs2017_winter_s2_117_p23.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,501,349,0.6966,1.7783,0.280476,54.3093,0.9912,2.1177,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 425.97, ""error"": """", ""match_count"": 501, ""inliers"": 349, ""inlier_ratio"": 0.6966, ""rmse"": 1.7783, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1632.57,518.35,2157.25,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0043_ROIs2017_winter_117_p23,False
coarse,44,fall,ROIs1970_fall_114_p580,E:\Data\fall\s1_114\ROIs1970_fall_s1_114_p580.png,E:\Data\fall\s2_114\ROIs1970_fall_s2_114_p580.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,360,227,0.6306,1.8621,0.232548,49.0449,-1.1784,-1.6167,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 414.03, ""error"": """", ""match_count"": 360, ""inliers"": 227, ""inlier_ratio"": 0.6306, ""rmse"": 1.8621, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1630.6,503.09,2139.69,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0044_ROIs1970_fall_114_p580,False
coarse,45,spring,ROIs1158_spring_115_p718,E:\Data\spring\s1_115\ROIs1158_spring_s1_115_p718.png,E:\Data\spring\s2_115\ROIs1158_spring_s2_115_p718.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,183,18,0.0984,1.6912,0.268912,61.4536,48.3505,-5.8605,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 396.95, ""error"": """", ""match_count"": 183, ""inliers"": 18, ""inlier_ratio"": 0.0984, ""rmse"": 1.6912, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1651.83,492.3,2149.66,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0045_ROIs1158_spring_115_p718,False
coarse,46,summer,ROIs1868_summer_142_p561,E:\Data\summer\s1_142\ROIs1868_summer_s1_142_p561.png,E:\Data\summer\s2_142\ROIs1868_summer_s2_142_p561.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,329,205,0.6231,1.7869,0.359537,62.8671,0.9702,-0.3098,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 419.9, ""error"": """", ""match_count"": 329, ""inliers"": 205, ""inlier_ratio"": 0.6231, ""rmse"": 1.7869, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1650.58,511.21,2167.54,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0046_ROIs1868_summer_142_p561,False
coarse,47,winter,ROIs2017_winter_107_p328,E:\Data\winter\s1_107\ROIs2017_winter_s1_107_p328.png,E:\Data\winter\s2_107\ROIs2017_winter_s2_107_p328.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,203,77,0.3793,1.9328,0.320104,92.7667,-0.5099,-1.2476,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 415.32, ""error"": """", ""match_count"": 203, ""inliers"": 77, ""inlier_ratio"": 0.3793, ""rmse"": 1.9328, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1653.99,507.54,2167.37,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0047_ROIs2017_winter_107_p328,False
coarse,48,fall,ROIs1970_fall_38_p321,E:\Data\fall\s1_38\ROIs1970_fall_s1_38_p321.png,E:\Data\fall\s2_38\ROIs1970_fall_s2_38_p321.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,165,80,0.4848,1.8127,0.309264,133.3076,0.5859,1.0808,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 425.39, ""error"": """", ""match_count"": 165, ""inliers"": 80, ""inlier_ratio"": 0.4848, ""rmse"": 1.8127, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1666.07,521.07,2193.49,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0048_ROIs1970_fall_38_p321,False
coarse,49,spring,ROIs1158_spring_111_p210,E:\Data\spring\s1_111\ROIs1158_spring_s1_111_p210.png,E:\Data\spring\s2_111\ROIs1158_spring_s2_111_p210.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,97,25,0.2577,1.8779,0.259589,59.0706,-2.218,-17.2928,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 407.2, ""error"": """", ""match_count"": 97, ""inliers"": 25, ""inlier_ratio"": 0.2577, ""rmse"": 1.8779, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1656.13,501.29,2162.72,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0049_ROIs1158_spring_111_p210,False
